incident_date,county_name,crime_type,incident_count,cleared_count,population,crime_rate_per_100k,clearance_rate
2020-06-01,Cook,Property Crime,104124,21400,5173363,2012.6946436969529,0.20552418270523606
2020-06-01,Cook,Burglary,29512,11383,5173363,570.460646198614,0.3857075088099756
2020-06-01,Cook,Larceny-Theft,74226,24179,5173363,1434.7727000792327,0.32574839005200334
2020-06-01,Cook,Motor Vehicle Theft,22251,8691,5173363,430.10706961796416,0.39058918700283135
2020-06-01,Cook,Aggravated Assault,37038,8341,5173363,715.9366160851268,0.22520114477023598
2020-06-01,Cook,Robbery,14795,4473,5173363,285.98418475564154,0.3023318688746198
2020-06-01,Cook,Rape,7437,1633,5173363,143.75561892718528,0.21957778674196585
2020-07-01,Cook,Violent Crime,44174,8226,5173363,853.8739694082941,0.18621813736587134
2020-07-01,Cook,Property Crime,102285,21532,5173363,1977.1471671328688,0.2105098499291196
2020-07-01,Cook,Burglary,29313,6138,5173363,566.6140187727017,0.2093951489100399
2020-07-01,Cook,Larceny-Theft,73252,22567,5173363,1415.9454884569282,0.3080734996996669
2020-07-01,Cook,Motor Vehicle Theft,21977,3792,5173363,424.81070823756227,0.17254402329708332
2020-07-01,Cook,Aggravated Assault,36745,7225,5173363,710.2729887695876,0.1966253912096884
2020-07-01,Cook,Robbery,14676,4080,5173363,283.6839402145181,0.27800490596892885
2020-07-01,Cook,Rape,7234,1400,5173363,139.83167235703354,0.19353055017970694
2020-08-01,Cook,Violent Crime,41825,16068,5173363,808.4683019536808,0.384172145845786
2020-08-01,Cook,Property Crime,96934,17289,5173363,1873.7134819265532,0.17835847071203087
2020-08-01,Cook,Burglary,28104,6027,5173363,543.2443074263298,0.2144534585824082
2020-08-01,Cook,Larceny-Theft,69639,20111,5173363,1346.106971422651,0.28878932781918176
2020-08-01,Cook,Motor Vehicle Theft,20867,3615,5173363,403.35464571111675,0.17324004408875257
2020-08-01,Cook,Aggravated Assault,35036,10800,5173363,677.2383843932854,0.3082543669368649
2020-08-01,Cook,Robbery,13848,4590,5173363,267.6788773569533,0.33145580589254764
2020-08-01,Cook,Rape,7076,2440,5173363,136.7775661595755,0.3448275862068966
2020-09-01,Cook,Violent Crime,38881,7403,5173363,751.5614117934505,0.1904014814433785
2020-09-01,Cook,Property Crime,90986,13857,5173363,1758.739914442501,0.15229815576022684
2020-09-01,Cook,Burglary,25625,3876,5173363,495.32576778393474,0.15125853658536587
2020-09-01,Cook,Larceny-Theft,64381,20793,5173363,1244.4709563199026,0.32296795638464765
2020-09-01,Cook,Motor Vehicle Theft,19461,6384,5173363,376.17696651095235,0.3280406967781717
2020-09-01,Cook,Aggravated Assault,32189,10835,5173363,622.2064834808615,0.3366056727453478
2020-09-01,Cook,Robbery,12983,4081,5173363,250.95861241517366,0.314334129245937
2020-09-01,Cook,Rape,6482,1568,5173363,125.29567324001815,0.24190064794816415
2020-10-01,Cook,Violent Crime,35756,14061,5173363,691.1558303563852,0.3932486855352948
2020-10-01,Cook,Property Crime,83656,25748,5173363,1617.0525826237208,0.3077842593478053
2020-10-01,Cook,Burglary,24070,7082,5173363,465.2679504608511,0.29422517656834235
2020-10-01,Cook,Larceny-Theft,59812,19774,5173363,1156.1531638123981,0.3306025546713034
2020-10-01,Cook,Motor Vehicle Theft,17857,5560,5173363,345.1719896709355,0.3113624908999272
2020-10-01,Cook,Aggravated Assault,29844,11402,5173363,576.8781351704878,0.3820533440557566
2020-10-01,Cook,Robbery,11941,4667,5173363,230.81697534079862,0.39083828825056527
2020-10-01,Cook,Rape,6074,1495,5173363,117.40912052759492,0.24613105037866315
2020-11-01,Cook,Violent Crime,33978,6536,5173363,656.7874707419526,0.19235976219907
2020-11-01,Cook,Property Crime,78818,25537,5173363,1523.535077666114,0.32399959400137024
2020-11-01,Cook,Burglary,22536,6845,5173363,435.61605864502457,0.3037362442314519
2020-11-01,Cook,Larceny-Theft,56279,18864,5173363,1087.86102966291,0.335187192380817
2020-11-01,Cook,Motor Vehicle Theft,16955,4067,5173363,327.736522644941,0.23987024476555588
2020-11-01,Cook,Aggravated Assault,28031,9881,5173363,541.83323304396,0.35250258642217547
2020-11-01,Cook,Robbery,11389,3164,5173363,220.14693343575544,0.2778119237861094
2020-11-01,Cook,Rape,5627,1758,5173363,108.7687061588371,0.3124222498667141
2020-12-01,Cook,Violent Crime,33089,12325,5173363,639.6032909347363,0.37248028045574055
2020-12-01,Cook,Property Crime,76823,13328,5173363,1484.9721544766915,0.17348971011285683
2020-12-01,Cook,Burglary,22020,5866,5173363,425.6418890381363,0.26639418710263396
2020-12-01,Cook,Larceny-Theft,54995,16372,5173363,1063.0415843620485,0.2976997908900809
2020-12-01,Cook,Motor Vehicle Theft,16090,5722,5173363,311.01625770316133,0.35562461155997516
2020-12-01,Cook,Aggravated Assault,27417,7692,5173363,529.9647444032055,0.2805558595032279
2020-12-01,Cook,Robbery,11081,3387,5173363,214.19335932931827,0.30565833408537135
2020-12-01,Cook,Rape,5374,1519,5173363,103.87827028569231,0.28265723855601044
2021-01-01,Cook,Violent Crime,33781,11199,5173363,652.97950288816,0.33151771705988575
2021-01-01,Cook,Property Crime,78628,17117,5173363,1519.8624183147404,0.21769598616269015
2021-01-01,Cook,Burglary,22481,3514,5173363,434.5529204117322,0.1563097726969441
2021-01-01,Cook,Larceny-Theft,56403,10904,5173363,1090.2579231343325,0.19332305019236565
2021-01-01,Cook,Motor Vehicle Theft,16731,4806,5173363,323.40665056753215,0.2872512103281334
2021-01-01,Cook,Aggravated Assault,28240,6212,5173363,545.8731583304709,0.21997167138810197
2021-01-01,Cook,Robbery,11269,2872,5173363,217.82735910857213,0.2548584612654184
2021-01-01,Cook,Rape,5569,1890,5173363,107.64757856736517,0.3393787035374394
2021-02-01,Cook,Violent Crime,35438,12894,5173363,685.0089583893495,0.3638467182120887
2021-02-01,Cook,Property Crime,83918,14640,5173363,1622.1169865714044,0.17445601658762125
2021-02-01,Cook,Burglary,23923,4624,5173363,462.42647191005153,0.1932867951343895
2021-02-01,Cook,Larceny-Theft,59771,18168,5173363,1155.360642583944,0.303960114436767
2021-02-01,Cook,Motor Vehicle Theft,17997,4385,5173363,347.87815971931605,0.24365171973106628
2021-02-01,Cook,Aggravated Assault,29971,10913,5173363,579.3330180000901,0.3641186480264255
2021-02-01,Cook,Robbery,12014,2014,5173363,232.22804972316845,0.16763775595139005
2021-02-01,Cook,Rape,6013,1782,5173363,116.23000357794339,0.2963578912356561
2021-03-01,Cook,Violent Crime,39202,9684,5173363,757.7662731186658,0.24702821284628335
2021-03-01,Cook,Property Crime,90658,25964,5173363,1752.3997446148667,0.28639502305367426
2021-03-01,Cook,Burglary,26199,10225,5173363,506.42106498229487,0.39028207183480285
2021-03-01,Cook,Larceny-Theft,65065,10887,5173363,1257.6925299848474,0.16732498270959809
2021-03-01,Cook,Motor Vehicle Theft,19190,3331,5173363,370.9385944887301,0.17357998957790516
2021-03-01,Cook,Aggravated Assault,32430,7450,5173363,626.8649619212879,0.22972556275053962
2021-03-01,Cook,Robbery,13064,4619,5173363,252.5243250860224,0.3535670545009186
2021-03-01,Cook,Rape,6414,2079,5173363,123.98124778794761,0.32413470533208605
2021-04-01,Cook,Violent Crime,41786,13946,5173363,807.7144402973462,0.33374814531182695
2021-04-01,Cook,Property Crime,97624,18974,5173363,1887.0510343078572,0.1943579447676801
2021-04-01,Cook,Burglary,27934,11107,5173363,539.9582437961535,0.39761580869191665
2021-04-01,Cook,Larceny-Theft,69452,23898,5173363,1342.492301429457,0.3440937625986293
2021-04-01,Cook,Motor Vehicle Theft,20788,7579,5173363,401.8275926123877,0.36458533769482393
2021-04-01,Cook,Aggravated Assault,34721,11757,5173363,671.1495017844292,0.3386135191958757
2021-04-01,Cook,Robbery,13728,3793,5173363,265.35930302977,0.27629662004662003
2021-04-01,Cook,Rape,7040,2632,5173363,136.08169386142052,0.37386363636363634
2021-05-01,Cook,Violent Crime,43774,16474,5173363,846.1420549843497,0.3763421208936812
2021-05-01,Cook,Property Crime,101784,39442,5173363,1967.4629443168785,0.38750687730881084
2021-05-01,Cook,Burglary,29618,9121,5173363,572.5096035209592,0.30795462218920927
2021-05-01,Cook,Larceny-Theft,73028,16954,5173363,1411.6156163795195,0.23215752861915978
2021-05-01,Cook,Motor Vehicle Theft,21995,7651,5173363,425.15864438663976,0.34785178449647647
2021-05-01,Cook,Aggravated Assault,36707,10043,5173363,709.5384568993129,0.2735990410548397
2021-05-01,Cook,Robbery,14362,3739,5173363,277.6143873917218,0.2603397855451887
2021-05-01,Cook,Rape,7428,1331,5173363,143.58165085264653,0.17918686052773292
2021-06-01,Cook,Violent Crime,44363,13510,5173363,857.5272989736076,0.3045330568266348
2021-06-01,Cook,Property Crime,103628,33704,5173363,2003.1070698112621,0.325240282549118
2021-06-01,Cook,Burglary,29433,9611,5173363,568.9335930998849,0.32653823939115956
2021-06-01,Cook,Larceny-Theft,73902,29313,5173363,1428.5098493958378,0.3966469107737274
2021-06-01,Cook,Motor Vehicle Theft,22256,7860,5173363,430.2037185482635,0.3531631919482387
2021-06-01,Cook,Aggravated Assault,37332,6379,5173363,721.6195731867259,0.17087217400621452
2021-06-01,Cook,Robbery,14978,3835,5173363,289.5215356045961,0.2560421952196555
2021-06-01,Cook,Rape,7572,2068,5173363,146.36514004526651,0.2731114632857897
2021-07-01,Cook,Violent Crime,43398,7784,5173363,838.8740554258419,0.1793631042905203
2021-07-01,Cook,Property Crime,102432,30303,5173363,1979.9886456836687,0.2958352858481724
2021-07-01,Cook,Burglary,29689,6573,5173363,573.8820183312093,0.22139512950924584
2021-07-01,Cook,Larceny-Theft,73415,28690,5173363,1419.0962435846857,0.39079207246475517
2021-07-01,Cook,Motor Vehicle Theft,21932,3694,5173363,423.9408678648686,0.16842969177457595
2021-07-01,Cook,Aggravated Assault,36563,10265,5173363,706.7549677066929,0.28074829745918006
2021-07-01,Cook,Robbery,14658,3864,5173363,283.3360040654406,0.2636103151862464
2021-07-01,Cook,Rape,7338,2753,5173363,141.84197010725904,0.3751703461433633
2021-08-01,Cook,Violent Crime,41219,15976,5173363,796.7544516014051,0.38758824813799464
2021-08-01,Cook,Property Crime,97771,29823,5173363,1889.8925128586568,0.30502909860797167
2021-08-01,Cook,Burglary,27696,7365,5173363,535.3577547139066,0.26592287694974004
2021-08-01,Cook,Larceny-Theft,69405,11759,5173363,1341.5838014846436,0.16942583387364024
2021-08-01,Cook,Motor Vehicle Theft,20940,4761,5173363,404.76572009348655,0.22736389684813754
2021-08-01,Cook,Aggravated Assault,34946,6662,5173363,675.498703647898,0.19063698277342186
2021-08-01,Cook,Robbery,14094,5460,5173363,272.43400472767905,0.3873988931460196
2021-08-01,Cook,Rape,7008,1783,5173363,135.46314070750498,0.2544235159817352
2021-09-01,Cook,Violent Crime,39175,6319,5173363,757.2443688950495,0.1613018506700702
2021-09-01,Cook,Property Crime,90180,22114,5173363,1743.160106878253,0.24522066977156798
2021-09-01,Cook,Burglary,26047,6608,5173363,503.48293750119603,0.25369524321418974
2021-09-01,Cook,Larceny-Theft,64495,23616,5173363,1246.6745519307267,0.36616791999379794
2021-09-01,Cook,Motor Vehicle Theft,19564,5138,5173363,378.16793447511805,0.262625230014312
2021-09-01,Cook,Aggravated Assault,32100,9679,5173363,620.4861325215339,0.30152647975077884
2021-09-01,Cook,Robbery,12838,3909,5173363,248.15579343649384,0.3044866801682505
2021-09-01,Cook,Rape,6434,2045,5173363,124.36784350914483,0.31784271059993785
2021-10-01,Cook,Violent Crime,35901,10053,5173363,693.958649335065,0.28002005515166706
2021-10-01,Cook,Property Crime,84088,24405,5173363,1625.4030502015808,0.2902316620683094
2021-10-01,Cook,Burglary,24134,4428,5173363,466.50505676868215,0.18347559459683435
2021-10-01,Cook,Larceny-Theft,59901,12174,5173363,1157.873514771726,0.20323533830820856
2021-10-01,Cook,Motor Vehicle Theft,17777,4224,5173363,343.62560678614665,0.23761039545480114
2021-10-01,Cook,Aggravated Assault,29953,7768,5173363,578.9850818510126,0.2593396320902748
2021-10-01,Cook,Robbery,12133,3379,5173363,234.52829426429193,0.2784966619962087
2021-10-01,Cook,Rape,6050,1848,5173363,116.94520566215824,0.3054545454545455
2021-11-01,Cook,Violent Crime,33540,9157,5173363,648.3210244477335,0.27301729278473463
2021-11-01,Cook,Property Crime,78568,31034,5173363,1518.7026311511486,0.3949954179818756
2021-11-01,Cook,Burglary,22503,6938,5173363,434.9781757050491,0.3083144469626272
2021-11-01,Cook,Larceny-Theft,56078,10218,5173363,1083.9757426648778,0.1822104925282642
2021-11-01,Cook,Motor Vehicle Theft,16710,3086,5173363,323.0007250602751,0.18467983243566727
2021-11-01,Cook,Aggravated Assault,28201,6667,5173363,545.1192966741364,0.2364100563809794
2021-11-01,Cook,Robbery,11411,3616,5173363,220.5721887290724,0.3168872140916659
2021-11-01,Cook,Rape,5546,888,5173363,107.20299348798838,0.16011539848539488
2021-12-01,Cook,Violent Crime,32783,6368,5173363,633.6883764004189,0.19424701827166518
2021-12-01,Cook,Property Crime,76503,20288,5173363,1478.7866229375359,0.26519221468439147
2021-12-01,Cook,Burglary,21850,6027,5173363,422.35582540795997,0.27583524027459955
2021-12-01,Cook,Larceny-Theft,55098,19276,5173363,1065.032552326214,0.3498493593233874
2021-12-01,Cook,Motor Vehicle Theft,16537,6092,5173363,319.65667207191916,0.3683860434177904
2021-12-01,Cook,Aggravated Assault,27771,6087,5173363,536.8074886683962,0.21918548125742682
2021-12-01,Cook,Robbery,11096,2176,5173363,214.48330612021618,0.19610670511896178
2021-12-01,Cook,Rape,5429,1471,5173363,104.94140851898466,0.27095229324000736
2022-01-01,Cook,Violent Crime,33822,8984,5173363,653.7720241166143,0.2656259239548223
2022-01-01,Cook,Property Crime,78984,16832,5173363,1526.7438221520508,0.21310645193963335
2022-01-01,Cook,Burglary,22602,6281,5173363,436.89182452497533,0.277895761437041
2022-01-01,Cook,Larceny-Theft,56288,14739,5173363,1088.0349977374485,0.2618497725980671
2022-01-01,Cook,Motor Vehicle Theft,16892,3670,5173363,326.5187461231698,0.21726260951929907
2022-01-01,Cook,Aggravated Assault,28074,6471,5173363,542.664413844534,0.23049796965163497
2022-01-01,Cook,Robbery,11157,2007,5173363,215.66242306986769,0.17988706641570315
2022-01-01,Cook,Rape,5734,1833,5173363,110.83699326724222,0.319672131147541
2022-02-01,Cook,Violent Crime,36062,6192,5173363,697.0707448907027,0.1717042870611724
2022-02-01,Cook,Property Crime,83774,28178,5173363,1619.3334973787842,0.33635734237352877
2022-02-01,Cook,Burglary,23897,5279,5173363,461.9238974724951,0.22090638992342135
2022-02-01,Cook,Larceny-Theft,59721,17480,5173363,1154.3941532809508,0.2926943621171782
2022-02-01,Cook,Motor Vehicle Theft,17985,3155,5173363,347.6462022865977,0.1754239644147901
2022-02-01,Cook,Aggravated Assault,29707,5649,5173363,574.2299544802868,0.19015720200626116
2022-02-01,Cook,Robbery,11853,2291,5173363,229.11595416753087,0.19328440057369442
2022-02-01,Cook,Rape,6097,1714,5173363,117.85370560697172,0.28112186321141547
2022-03-01,Cook,Violent Crime,38750,6897,5173363,749.0292098196087,0.17798709677419355
2022-03-01,Cook,Property Crime,90446,33137,5173363,1748.301829970176,0.36637330561882225
2022-03-01,Cook,Burglary,26031,5016,5173363,503.1736609242382,0.19269332718681573
2022-03-01,Cook,Larceny-Theft,64792,18737,5173363,1252.4154983905055,0.28918693665884676
2022-03-01,Cook,Motor Vehicle Theft,19428,6651,5173363,375.53908357097697,0.3423409512044472
2022-03-01,Cook,Aggravated Assault,32153,8242,5173363,621.5106111827065,0.25633688924828163
2022-03-01,Cook,Robbery,12936,2311,5173363,250.0501124703602,0.17864873222016078
2022-03-01,Cook,Rape,6492,1917,5173363,125.48897110061675,0.29528650646950094
2022-04-01,Cook,Violent Crime,41474,11743,5173363,801.6835470466697,0.28314124511742295
2022-04-01,Cook,Property Crime,96631,17741,5173363,1867.8565567504156,0.18359532655152072
2022-04-01,Cook,Burglary,27720,5922,5173363,535.8216695793433,0.21363636363636362
2022-04-01,Cook,Larceny-Theft,69657,20821,5173363,1346.4549075717284,0.2989075039120261
2022-04-01,Cook,Motor Vehicle Theft,20844,4944,5173363,402.9100606317399,0.23719055843408174
2022-04-01,Cook,Aggravated Assault,35104,13734,5173363,678.5528098453559,0.39123746581586144
2022-04-01,Cook,Robbery,13746,5286,5173363,265.7072391788475,0.38454823221300743
2022-04-01,Cook,Rape,6866,2302,5173363,132.71831108700474,0.3352752694436353
2022-05-01,Cook,Violent Crime,43885,8116,5173363,848.2876612369942,0.18493790589039535
2022-05-01,Cook,Property Crime,102592,19586,5173363,1983.0814114532461,0.19091157205240175
2022-05-01,Cook,Burglary,29038,9184,5173363,561.2983276062399,0.31627522556649906
2022-05-01,Cook,Larceny-Theft,73085,26990,5173363,1412.7174141849314,0.3692960251761647
2022-05-01,Cook,Motor Vehicle Theft,21875,5682,5173363,422.8390700594565,0.25974857142857144
2022-05-01,Cook,Aggravated Assault,36466,8217,5173363,704.8799784588864,0.22533318707837438
2022-05-01,Cook,Robbery,14704,3059,5173363,284.2251742241942,0.2080386289445049
2022-05-01,Cook,Rape,7436,2125,5173363,143.7362891411254,0.285771920387305
2022-06-01,Cook,Violent Crime,44953,8056,5173363,868.9318727489256,0.1792093964807688
2022-06-01,Cook,Property Crime,104769,24487,5173363,2025.1623557055634,0.23372371598469013
2022-06-01,Cook,Burglary,29533,9008,5173363,570.866571705871,0.3050147292858836
2022-06-01,Cook,Larceny-Theft,74393,25825,5173363,1438.0007743512294,0.34714287634589275
2022-06-01,Cook,Motor Vehicle Theft,22135,4695,5173363,427.8648144350203,0.21210752202394398
2022-06-01,Cook,Aggravated Assault,37326,10916,5173363,721.5035944703668,0.29245030273803785
2022-06-01,Cook,Robbery,14971,3525,5173363,289.3862271021771,0.2354552134125977
2022-06-01,Cook,Rape,7526,2721,5173363,145.4759698865129,0.36154663832048894
2022-07-01,Cook,Violent Crime,43566,15218,5173363,842.1214594838985,0.3493090942478079
2022-07-01,Cook,Property Crime,101917,33690,5173363,1970.0338058628402,0.33056310527193694
2022-07-01,Cook,Burglary,29339,9490,5173363,567.116593210258,0.3234602406353318
2022-07-01,Cook,Larceny-Theft,73100,17282,5173363,1413.0073609758294,0.23641586867305062
2022-07-01,Cook,Motor Vehicle Theft,21768,6440,5173363,420.7707829510514,0.2958471150312385
2022-07-01,Cook,Aggravated Assault,36480,14111,5173363,705.1505954637245,0.38681469298245613
2022-07-01,Cook,Robbery,14473,4001,5173363,279.7599936443664,0.2764457956194293
2022-07-01,Cook,Rape,7334,2699,5173363,141.76465096301962,0.36801199890919006
2022-08-01,Cook,Violent Crime,42097,13646,5173363,813.7260037619629,0.3241561156376939
2022-08-01,Cook,Property Crime,97871,18412,5173363,1891.825491464643,0.18812518519275373
2022-08-01,Cook,Burglary,27843,7128,5173363,538.1992332647061,0.25600689580864133
2022-08-01,Cook,Larceny-Theft,69705,26584,5173363,1347.382737302602,0.3813786672405136
2022-08-01,Cook,Motor Vehicle Theft,20835,8255,5173363,402.73609255720123,0.39620830333573315
2022-08-01,Cook,Aggravated Assault,34968,13295,5173363,675.9239589412149,0.38020475863646763
2022-08-01,Cook,Robbery,14056,4186,5173363,271.6994728574044,0.29780876494023906
2022-08-01,Cook,Rape,6928,1619,5173363,133.91675782271608,0.233689376443418
2022-09-01,Cook,Violent Crime,38989,9099,5173363,753.6490286879153,0.23337351560696606
2022-09-01,Cook,Property Crime,90447,34366,5173363,1748.3211597562358,0.379957323073181
2022-09-01,Cook,Burglary,25795,8625,5173363,498.6118314141111,0.33436712541190156
2022-09-01,Cook,Larceny-Theft,64633,17005,5173363,1249.3420624069875,0.2631008927328145
2022-09-01,Cook,Motor Vehicle Theft,19229,5280,5173363,371.6924561450646,0.27458526184408966
2022-09-01,Cook,Aggravated Assault,32292,7769,5173363,624.1974514450271,0.2405859036293819
2022-09-01,Cook,Robbery,12959,1986,5173363,250.494697549737,0.15325256578439694
2022-09-01,Cook,Rape,6505,2538,5173363,125.74025831939494,0.3901614142966949
2022-10-01,Cook,Violent Crime,35665,6110,5173363,689.3968198249378,0.17131641665498387
2022-10-01,Cook,Property Crime,83822,28289,5173363,1620.2613271096577,0.3374889647109351
2022-10-01,Cook,Burglary,23786,4787,5173363,459.7782912198506,0.2012528378037501
2022-10-01,Cook,Larceny-Theft,59576,15967,5173363,1151.591334302271,0.26801060829864376
2022-10-01,Cook,Motor Vehicle Theft,17970,6179,5173363,347.35625549569977,0.34385086254869224
2022-10-01,Cook,Aggravated Assault,29886,7776,5173363,577.6899861850019,0.2601887171250753
2022-10-01,Cook,Robbery,11932,2252,5173363,230.6430072662599,0.1887361716392893
2022-10-01,Cook,Rape,5902,2281,5173363,114.08439732529885,0.3864791596069129
2022-11-01,Cook,Violent Crime,33693,10478,5173363,651.2784817148922,0.3109844774879055
2022-11-01,Cook,Property Crime,78700,14877,5173363,1521.2541629110503,0.18903430749682337
2022-11-01,Cook,Burglary,22603,3543,5173363,436.9111543110352,0.1567491041012255
2022-11-01,Cook,Larceny-Theft,56062,17826,5173363,1083.66646608792,0.31796939103135813
2022-11-01,Cook,Motor Vehicle Theft,17003,5325,5173363,328.6643523758143,0.3131800270540493
2022-11-01,Cook,Aggravated Assault,27999,5901,5173363,541.2146798900444,0.21075752705453765
2022-11-01,Cook,Robbery,11324,4048,5173363,218.89049734186446,0.35747085835393855
2022-11-01,Cook,Rape,5605,1127,5173363,108.34345086552015,0.20107047279214987
2022-12-01,Cook,Violent Crime,32869,5037,5173363,635.3507380015668,0.1532446986522255
2022-12-01,Cook,Property Crime,76494,11981,5173363,1478.6126548629973,0.15662666352916568
2022-12-01,Cook,Burglary,21834,5575,5173363,422.0465488310022,0.25533571494000185
2022-12-01,Cook,Larceny-Theft,55308,13022,5173363,1069.091807398785,0.23544514355970203
2022-12-01,Cook,Motor Vehicle Theft,16397,4879,5173363,316.95050202353866,0.2975544306885406
2022-12-01,Cook,Aggravated Assault,27368,6906,5173363,529.0175848862723,0.25233849751534637
2022-12-01,Cook,Robbery,11009,2461,5173363,212.8016147330083,0.22354437278590245
2022-12-01,Cook,Rape,5662,1047,5173363,109.44524867093223,0.18491699046273402
2023-01-01,Cook,Violent Crime,33996,12702,5173363,657.1354068910301,0.3736321920225909
2023-01-01,Cook,Property Crime,79039,12299,5173363,1527.806960385343,0.15560672579359558
2023-01-01,Cook,Burglary,22402,6908,5173363,433.0258673130032,0.30836532452459603
2023-01-01,Cook,Larceny-Theft,56093,20122,5173363,1084.2656894557756,0.35872568769721713
2023-01-01,Cook,Motor Vehicle Theft,16741,2588,5173363,323.5999484281308,0.154590526252912
2023-01-01,Cook,Aggravated Assault,28411,8356,5173363,549.1785517467071,0.2941114357115202
2023-01-01,Cook,Robbery,11181,3498,5173363,216.12633793530438,0.31285215991414006
2023-01-01,Cook,Rape,5708,871,5173363,110.33441882968584,0.15259285213735108
2023-02-01,Cook,Violent Crime,35653,13137,5173363,689.1648623922196,0.36846829158836564
2023-02-01,Cook,Property Crime,83824,26510,5173363,1620.2999866817772,0.3162578736400076
2023-02-01,Cook,Burglary,23764,6052,5173363,459.35303592653366,0.2546709308197273
2023-02-01,Cook,Larceny-Theft,59735,9661,5173363,1154.664770285789,0.16173097848832343
2023-02-01,Cook,Motor Vehicle Theft,17798,3038,5173363,344.03153229340376,0.1706933363299247
2023-02-01,Cook,Aggravated Assault,29959,7409,5173363,579.1010605673717,0.2473046496879068
2023-02-01,Cook,Robbery,11895,3922,5173363,229.92780518204503,0.32971836906263136
2023-02-01,Cook,Rape,5935,1596,5173363,114.72228026527425,0.26891322662173545
2023-03-01,Cook,Violent Crime,38894,12957,5173363,751.8126990122287,0.3331362163829897
2023-03-01,Cook,Property Crime,90266,19458,5173363,1744.822468479401,0.21556289189728137
2023-03-01,Cook,Burglary,25910,7101,5173363,500.83475681099515,0.27406406792744115
